headline,category,short_description,links
smith resign film academy oscar slap issue extensive apology,entertainment,actor describe stage assault chris rock academy award shocking painful inexcusable,https://www.huffpost.com/entry/will-smith-resigns-academy-oscars-chris-rock-slap_n_624784d3e4b0e44de9c21316
marjorie taylor greene sue stop challenge reelection eligibility,politic,challenge file month georgia secretary state office allege congresswoman help facilitate   jan 6 2021 riot   capitol hill,https://www.huffpost.com/entry/marjorie-taylor-greene-sues-reelection-eligibility_n_62477886e4b0587dee69a850
ukraine woman account spark investigation sexual violence russian force,world news,natalya detail allege rape russian soldier interview time london,https://www.huffpost.com/entry/russian-soldiers-ukraine-war-sexual-violence_n_62444d45e4b0e44de9bbcde4
linger congestion sick,wellness,cold flu virus leave sniffle long illness run course advice help relief,https://www.huffpost.com/entry/congestion-sick-what-to-do_l_623dc077e4b030e7392e41c6
dc police find 5 fetus home anti abortion activist lauren handy,crime,people freak hear anti abortion activist reportedly say,https://www.huffpost.com/entry/dc-police-fetuses-anti-abortion-activist-lauren-handy_n_6245e9a5e4b068157f749d7f
alex jones face fine skip sandy hook deposition,u.s news,"penalty begin $ 25,000 weekday begin friday increase $ 25,000 weekday appear deposition",https://www.huffpost.com/entry/alex-jones-faces-fines-for-skipping-sandy-hook-deposition_n_6245b938e4b0981744fded20
kareem abdul jabbar slam smith perpetuate stereotype,entertainment,nba legend essay give hall fame scold oscar winner hit chris rock,https://www.huffpost.com/entry/kareem-abdul-jabbar-will-smith_n_62441545e4b0d7ac3d53a6e3
stephen colbert give kevin mccarthy x rate new description um,entertainment,un hear,https://www.huffpost.com/entry/stephen-colbert-kevin-mccarthy_n_62440511e4b0d8266aa534cd
cory booker explain go bat ketanji brown jackson,politic,sen dick durbin d ill tell reporter gop treatment jackson disgusting,https://www.huffpost.com/entry/cory-booker-ketanji-brown-jackson_n_62447c3fe4b03516d42acc2d
deputy visit smith home suspicious drone activity,entertainment,law enforcement appear mansion day actor assault chris rock oscar,https://www.huffpost.com/entry/will-smith-drone_n_62442abbe4b0e44de9bb86bf
texas city water crisis shape democratic congressional primary,politic,jessica cisneros progressive challenge rep henry cuellar d argue laredo water infrastructure improve cuellar tenure,https://www.huffpost.com/entry/jessica-cisneros-henry-cuellar-laredo-water-problems_n_624244e3e4b0d8266aa235f4
overall comfortable maternity look,style beauty,cool accommodating elastic waiste pant,https://www.huffpost.com/entry/maternity-overalls_l_6238a1c9e4b009ab92fb6c13
joe biden slap question fox news peter doocy get silly,politic,tell biden respond doocy ask specific u.s response possible russian chemical attack ukraine,https://www.huffpost.com/entry/joe-biden-peter-doocy-fox-news-silly-chemical-weapons-response_n_62424797e4b0e44de9b8000f
ex oscars host jimmy kimmel reveal handle smith slap,entertainment,late night host praise chris rock,https://www.huffpost.com/entry/jimmy-kimmel-will-smith-slap_n_62428641e4b03516d426a791
amy schumer say kirsten dunst oscar seat filler joke,entertainment,disrespect queen like comedian say backlash receive awkward bit ceremony,https://www.huffpost.com/entry/amy-schumer-kirsten-dunst-in-on-oscar-seat-filler-joke_n_62435c47e4b03516d428be7c
fda authorize second covid booster 50 old,u.s news,fourth coronavirus vaccine dose optional federal health official currently recommend age group,https://www.huffpost.com/entry/second-covid-booster-shot-approved-fda_n_6241cabfe4b0d7ac3d4fc905
jane campion win good directing oscar power dog,entertainment,filmmaker victory mark time directing award go woman year,https://www.huffpost.com/entry/jane-campion-best-director-oscar_n_62416930e4b090818b39dd5d
hillary clinton voice giant arkansas production wood,entertainment,unlikely playgoer lady stage giant appear stage voice usually prerecord,https://www.huffpost.com/entry/hillary-clinton-into-the-woods-giant_n_624209ffe4b0d7ac3d503340
amy schumer joke kirsten dunst oscars seat filler people cringe,entertainment,chris rock comedian academy award joke lead truly awkward moment,https://www.huffpost.com/entry/amy-schumers-joke-abkirsten-dunst-scar-seat-filler-made-people-cringe_n_6241ca83e4b0d7ac3d4fc86a
kim kardashian say f**ke ass work remark take context,entertainment,reality tv mogul express regret controversial advice woman business face major backlash,https://www.huffpost.com/entry/kim-kardashian-says-get-your-fking-ass-up-and-work-remark-was-taken-out-of-context_n_6241be6ee4b0e340f6a6b9db
trump tout massive turnout georgia rally journalist smallest year,politic,small crowd see rally georgia win 2016 election local politic reporter say,https://www.huffpost.com/entry/trump-georgia-rally-gop-primary_n_6240d6c0e4b0ccd4f5211e5d
comedian react smith hit chris rock bad joke,entertainment,worry want smith comedy club theater write kathy griffin,https://www.huffpost.com/entry/will-smith-chris-rock-comedians-react_n_62412f82e4b067827e3ae573
jessica chastain hit oscar red carpet nearly skip great reason,entertainment,eye tammy faye star wear stunning lavender gown gucci,https://www.huffpost.com/entry/jessica-chastain-2022-oscars-red-carpet_n_6240e889e4b0ab00739b7df5
ukraine ambassador putin strategy count russia lie,politic,oksana markarova say ukraine ready negotiate peace agreement russia country territory reach deal,https://www.huffpost.com/entry/ukrainian-ambassador-country-territory-russia-lying_n_6240cb1be4b0ab00739b61bf
biden budget seek minimum tax household worth $ 100 million,politic,introduction minimum tax wealthy americans represent significant reorienting tax code,https://www.huffpost.com/entry/biden-budget-minimum-household-tax_n_623fdbade4b0ccd4f5205ec5
gop sen rick scott lie policy call fox news,politic,florida republican try write proposal hike taxis million americans democrat talking point,https://www.huffpost.com/entry/rick-scott-fox-news-john-roberts_n_6240d90ce4b090818b38cb3c
saturday night live co head writer michael che say leave weekend update,comedy,instagram post che clarify leave snl confirm intend stay weekend update desk,https://www.huffpost.com/entry/michael-che-snl-weekend-update_n_6240ac17e4b067827e3a33e4
oscar 2022 complete winner list,entertainment,coda triumph history make win end unusually chaotic ceremony,https://www.huffpost.com/entry/oscars-2022-the-complete-winners-list_n_623cba73e4b0d39357d33886
ex maine gov candidate bail child porn arrest,politic,warrant execute eliot cutler home early week,https://www.huffpost.com/entry/eliot-cutler-child-porn_n_623f7490e4b097d36e432c96
biden putin god sake man remain power,world news,president joe biden visit poland capital saturday speak refugee displace amid russia attack ukraine,https://www.huffpost.com/entry/biden-poland-putin-russia_n_623f5280e4b067827e394197
rep madison cawthorn tell audience lot wisdom,politic,lot aggression cawthorn acknowledge appearance north carolina gop man club event,https://www.huffpost.com/entry/madison-cawthorn-wisdom-newt-gingrich-reelection-campaign_n_623f86f7e4b097d36e4338a5
ingraham guest say reason whatsoever ukrainian refugee come u.s,u.s news,great group war refugee,https://www.huffpost.com/entry/laura-ingraham-fox-news-guest-ukraine_n_623ec011e4b0ab007399e089
wnba legend lisa leslie tell big fuss brittney griner,sport,brittney griner arrest russia fear political pawn lisa leslie say podcast,https://www.huffpost.com/entry/lisa-leslie-brittney-griner_n_623f1e7be4b0ccd4f51ff062
daily torch ted cruz new job brilliant,entertainment,introduce cruz missile pr,https://www.huffpost.com/entry/ted-cruz-daily-show-reverse-oprah_n_623ef104e4b0e340f6a37d77
u.s indictment detail russian effort hack worldwide energy sector,politic,charge seal 2021 crystal clear urgent ongoing need american business harden defense justice department say,https://www.huffpost.com/entry/russia-hack-energy-sector_n_623d167be4b0e3a314352d40
60 mile ukraine biden see refugee crisis poland,politic,president joe biden pay tribute poland give refuge 2 million ukrainian flee country russia invasion,https://www.huffpost.com/entry/biden-poland-ukraine-war-refugees_n_623e0161e4b0c0781abae6d5
half ukraine child displace amid russian invasion,world news,4.3 million child ukraine displace war accord united nations,https://www.huffpost.com/entry/russia-ukraine-children-displaced_n_623d5b65e4b0846e7c4c682c
key dem manchin say jackson supreme court,politic,manchin announce intention support nomination ketanji brown jackson push step close confirmation,https://www.huffpost.com/entry/supreme-court-joe-manchin-judge-jackson_n_623de144e4b0def9daecff39
u.s e.u announce new partnership undercut russian energy,world news,white house announce u.s nation increase liquified natural gas export europe 15 billion cubic meter 2022,https://www.huffpost.com/entry/us-eu-gas-supply-russia-ukraine-war_n_623d6bdbe4b0846e7c4c897e
biden visit poland complex ally ukraine doorstep,world news,day visit start friday follow trio emergency war summit brussels,https://www.huffpost.com/entry/bc-eu-poland-biden_n_623d9b16e4b030e7392dc368
white house remove dr oz herschel walker presidential council,politic,biden administration ask republican senate candidate resign remove council sport fitness nutrition,https://www.huffpost.com/entry/dr-oz-herschel-walker-presidential-council_n_623bddbde4b0f1e82c532165
fox news ketanji brown jackson coverage melt daily comedian mind,entertainment,desi lydic offer commentary supreme court nominee pretend binge watch conservative network,https://www.huffpost.com/entry/desi-lydic-fox-news-ketanji-brown-jackson_n_623c4f3ae4b009ab9302a7cb
oop reporter spot sen ted cruz look phone hearing,politic,texas senator roast twitter,https://www.huffpost.com/entry/ted-cruz-checked-his-mentions_n_623c03e0e4b009ab9301e3bb
howard stern give wacko party trump fan brutal election reality check,entertainment,radio icon slam absolutely absurd flaw system allow trump president place,https://www.huffpost.com/entry/howard-stern-trump-election_n_623c1c93e4b009ab9302167f
new york city let unvaccinated athlete play home game,u.s news,city vaccine mandate apply worker job,https://www.huffpost.com/entry/nyc-vaccine-mandate-players-performers_n_623c503fe4b046c938e5f6de
ukraine say russia seize relief worker mariupol convoy,world news,"ukrainian president volodymyr zelenskyy say 100,000 civilian mariupol access food water",https://www.huffpost.com/entry/russia-seizes-mariupol-relief-workers-ukraine-war_n_623ac8f0e4b019fd8134b2d4
moderna say low dose covid shot work kid 6,u.s news,nation 18 million child 5 age group eligible vaccination,https://www.huffpost.com/entry/moderna-vaccine-kids_n_623b1120e4b0f1e82c5168c6
starbuck worker seattle vote form union,business,make seven starbuck store vote unionize matter month,https://www.huffpost.com/entry/starbucks-workers-in-seattle-vote-to-form-union_n_623a6d70e4b019fd81344cd6
black box find china eastern plane crash,world news,exterior black box recorder damaged investigator immediately conclude flight data recorder cockpit voice recorder,https://www.huffpost.com/entry/china-plane-crash-site-search-suspended-amid-rain_n_623ad580e4b0c727d48536da
fbi see grow russian hacker interest u.s energy firm,u.s news,warning highlight white house heighten cybersecurity concern ongoing war ukraine,https://www.huffpost.com/entry/cybersecurity-fbi-concerns-russia-ukraine-war_n_623ad120e4b0f1e82c50b1bd
norway king test positive covid mild symptom,world news,king duty norway head state ceremonial hold political power,https://www.huffpost.com/entry/norways-king-tests-positive-for-covid-has-mild-symptoms_n_623b2cc3e4b046c938e3bb6c
spring break shooting miami beach emergency bring curfew,u.s news,people shoot weekend miami beach mayor say,https://www.huffpost.com/entry/miami-beach-spring-break-shootings-curfew_n_62398972e4b046c938e01b39
moment man rescue underground storm pipe 2 day,u.s news,passersby hear man scream inside pizza sized pipe,https://www.huffpost.com/entry/storm-drain-man-trapped-video_n_6239997ae4b019fd81325b74
